Series Name	Series Code	Country Name	Country Code	2019 [YR2019]	2020 [YR2020]	2021 [YR2021]	2022 [YR2022]	2023 [YR2023]
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	St. Lucia	LCA	7.60098442803731	7.73136012210903	7.83858716921228	7.91230791230792	7.94911862269375
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	St. Martin (French part)	MAF	7.41998618466498	7.44634124915815	7.44652286762732	7.37432177223538	7.10445810686388
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	St. Vincent and the Grenadines	VCT	7.38574325378256	7.38595857300507	7.27656827650959	7.08846617469791	6.86665816751822
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Sub-Saharan Africa	SSF	5.56813150702135	5.60917615045195	5.64604883819272	5.67878215528359	5.70638213289982
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Sub-Saharan Africa (excluding high income)	SSA	5.56799269609958	5.60906372828623	5.64596018517974	5.67868370250162	5.70628499826164
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Sub-Saharan Africa (IDA & IBRD countries)	TSS	5.56813150702135	5.60917615045195	5.64604883819272	5.67878215528359	5.70638213289982
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Sudan	SDN	5.72268863611844	5.82460726949388	5.90905782679269	5.96650744641732	6.00964828524013
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Suriname	SUR	6.81936024250159	6.89334596982026	6.92690935394468	6.91009308491361	6.84311563386148
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Sweden	SWE	6.15041799427981	6.19071452046123	6.26591200872139	6.38029044866047	6.53782364563988
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Switzerland	CHE	7.01679378434022	7.04708452414225	7.05478824612779	7.03762263817327	7.03762146451501
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Syrian Arab Republic	SYR	6.09886226203561	6.04636441863434	5.97733930501646	5.93467477225274	5.90999176065402
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Tajikistan	TJK	6.14130433025715	6.35853991723463	6.62825632375094	6.9066586031102	7.14765713378451
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Tanzania	TZA	5.74256139002028	5.80853303832609	5.85691198366438	5.87762929351166	5.87382651362259
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Thailand	THA	7.23580216964209	7.20036592186328	7.1315261554135	7.02746787364435	6.92692331985898
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Timor-Leste	TLS	5.20763437861099	5.41173552603281	5.63178590655502	5.84318429545812	6.02752956773959
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Togo	TGO	5.82917182790875	5.82934825250758	5.83015528830801	5.83379265890364	5.83962594514124
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Tonga	TON	6.17204686865635	6.27051531653546	6.37021137604405	6.35814069746989	6.15451006317027
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Trinidad and Tobago	TTO	8.9236750349583	9.01573203202975	9.04009517728321	8.9647595543556	8.79651959238539
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Tunisia	TUN	7.91477723280008	8.00473971378107	8.08919542148711	8.13300957453524	8.11115320987975
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Turkiye	TUR	7.65555184920264	7.63959710629089	7.62878493738787	7.61021006892125	7.58285398781573
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Turkmenistan	TKM	6.85698438173875	7.05845372393047	7.30608846434304	7.5537048627836	7.76006138609585
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Turks and Caicos Islands	TCA	8.77184761726255	8.56869533527697	8.39848112575385	8.26118564536382	8.12292503931505
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Tuvalu	TUV	5.38526832028671	5.60834730762065	5.89152977883821	6.10430839002268	6.34777917640712
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Uganda	UGA	4.46908275764645	4.57325440778747	4.70122626995734	4.8417612635659	4.98944333630391
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Ukraine	UKR	7.55815729738028	7.75094725727158	7.93803179854337	8.04614880108194	7.94325021698301
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	United Arab Emirates	ARE	12.5498944304665	12.8787247007872	13.3433808575387	13.6109286546603	13.6418407420078
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	United Kingdom	GBR	6.57077503036537	6.56176660728082	6.54957914388929	6.55711493432201	6.58550088180816
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	United States	USA	6.54997417119386	6.5506872319214	6.54804631762955	6.55584593490787	6.58068929797215
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Upper middle income	UMC	7.37190600754363	7.45641214974561	7.55740912936752	7.65564615227892	7.75772319211071
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Uruguay	URY	6.17316886169738	6.16941061811127	6.21329455819893	6.2593603625891	6.33537157957423
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Uzbekistan	UZB	7.30223566169621	7.44226994780967	7.61347822613456	7.78916499715849	7.91932714952421
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Vanuatu	VUT	5.9901953978533	6.09060538080405	6.21601772672973	6.36202730364921	6.51698095054839
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Venezuela, RB	VEN	6.8146127998434	6.697040362687	6.59041874828052	6.52267921546345	6.48929030874271
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Viet Nam	VNM	7.97589388760167	8.01365800258028	8.03521376684846	8.03199021462339	8.01028588984373
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Virgin Islands (U.S.)	VIR	6.23635971937318	6.17117243836798	6.04402822610915	5.87659249912901	5.67199470349002
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	West Bank and Gaza	PSE	5.67755409949484	5.76411013991884	5.85786645186929	5.96097457689133	6.07269873417533
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	World	WLD	6.88578413092997	6.93425526823311	6.98796449128028	7.03961450261189	7.08709897277271
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Yemen, Rep.	YEM	5.85206751211256	6.02599444160682	6.19618107644605	6.36147895477053	6.51644194755017
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Zambia	ZMB	5.66848853225316	5.72782549021929	5.78438261250039	5.82590313069001	5.85214717073689
Population ages 35-39, female (% of female population)	SP.POP.3539.FE.5Y	Zimbabwe	ZWE	6.87606508147989	7.04925187216792	7.07769567293841	6.97718514549528	6.79337587336986
Population ages 35-39, male	SP.POP.3539.MA	Afghanistan	AFG	900468	934132	969770	1006026	1050979
Population ages 35-39, male	SP.POP.3539.MA	Africa Eastern and Southern	AFE	18485611	19161091	19836404	20518300	21203979
Population ages 35-39, male	SP.POP.3539.MA	Africa Western and Central	AFW	12560981	12874891	13174285	13462006	13746975
Population ages 35-39, male	SP.POP.3539.MA	Albania	ALB	86288	89006	91443	93695	95386
Population ages 35-39, male	SP.POP.3539.MA	Algeria	DZA	1796114	1829015	1852069	1865369	1869437
Population ages 35-39, male	SP.POP.3539.MA	American Samoa	ASM	1281	1207	1130	1063	1024
Population ages 35-39, male	SP.POP.3539.MA	Andorra	AND	3037	3008	2997	2944	2873
Population ages 35-39, male	SP.POP.3539.MA	Angola	AGO	830358	865851	901064	935891	969586
Population ages 35-39, male	SP.POP.3539.MA	Antigua and Barbuda	ATG	3243	3281	3319	3376	3417
Population ages 35-39, male	SP.POP.3539.MA	Arab World	ARB	17484244	17758307	17968852	18160772	18300442
Population ages 35-39, male	SP.POP.3539.MA	Argentina	ARG	1622737	1630447	1641941	1657160	1674816
Population ages 35-39, male	SP.POP.3539.MA	Armenia	ARM	88382	93139	97387	102430	107479
Population ages 35-39, male	SP.POP.3539.MA	Aruba	ABW	3109	3140	3171	3218	3253
Population ages 35-39, male	SP.POP.3539.MA	Australia	AUS	885802	911891	923478	941268	967424
Population ages 35-39, male	SP.POP.3539.MA	Austria	AUT	305016	308450	309959	312389	316246
Population ages 35-39, male	SP.POP.3539.MA	Azerbaijan	AZE	386850	399007	411117	421266	428574
Population ages 35-39, male	SP.POP.3539.MA	Bahamas, The	BHS	13862	13786	13778	13804	13925
Population ages 35-39, male	SP.POP.3539.MA	Bahrain	BHR	128069	132170	136257	138468	137675
Population ages 35-39, male	SP.POP.3539.MA	Bangladesh	BGD	5756594	5896464	6040939	6171671	6299353
Population ages 35-39, male	SP.POP.3539.MA	Barbados	BRB	9115	9212	9281	9206	9010
Population ages 35-39, male	SP.POP.3539.MA	Belarus	BLR	365077	371464	377620	379783	377354
Population ages 35-39, male	SP.POP.3539.MA	Belgium	BEL	378411	377275	376332	378167	383156
Population ages 35-39, male	SP.POP.3539.MA	Belize	BLZ	13409	13871	14307	14779	15280
Population ages 35-39, male	SP.POP.3539.MA	Benin	BEN	329041	341297	353091	364794	376847
Population ages 35-39, male	SP.POP.3539.MA	Bermuda	BMU	2226	2187	2112	1990	1849
Population ages 35-39, male	SP.POP.3539.MA	Bhutan	BTN	33507	34632	35953	37489	39170
Population ages 35-39, male	SP.POP.3539.MA	Bolivia	BOL	396300	407528	419392	432100	445560
Population ages 35-39, male	SP.POP.3539.MA	Bosnia and Herzegovina	BIH	122224	121227	119467	118185	117512
Population ages 35-39, male	SP.POP.3539.MA	Botswana	BWA	96970	99640	101882	103848	105625
Population ages 35-39, male	SP.POP.3539.MA	Brazil	BRA	8554626	8653951	8707896	8724477	8715312
Population ages 35-39, male	SP.POP.3539.MA	British Virgin Islands	VGB	1326	1302	1253	1192	1141
Population ages 35-39, male	SP.POP.3539.MA	Brunei Darussalam	BRN	20663	20809	20896	20938	20902
Population ages 35-39, male	SP.POP.3539.MA	Bulgaria	BGR	251167	248175	247293	234133	234505
Population ages 35-39, male	SP.POP.3539.MA	Burkina Faso	BFA	561287	580675	600325	618755	636011
Population ages 35-39, male	SP.POP.3539.MA	Burundi	BDI	349132	365287	376857	385139	392553
Population ages 35-39, male	SP.POP.3539.MA	Cabo Verde	CPV	22675	23548	24356	25083	25743
Population ages 35-39, male	SP.POP.3539.MA	Cambodia	KHM	612565	649251	670499	685126	692830
Population ages 35-39, male	SP.POP.3539.MA	Cameroon	CMR	725384	752664	779953	806926	834713
Population ages 35-39, male	SP.POP.3539.MA	Canada	CAN	1288340	1316565	1333161	1362457	1406271
Population ages 35-39, male	SP.POP.3539.MA	Caribbean small states	CSS	104025	104773	105977	106852	107698
Population ages 35-39, male	SP.POP.3539.MA	Cayman Islands	CYM	3298	3380	3437	3457	3466
Population ages 35-39, male	SP.POP.3539.MA	Central African Republic	CAF	102085	104719	106246	108162	112126
Population ages 35-39, male	SP.POP.3539.MA	Central Europe and the Baltics	CEB	3928018	3884682	3840105	3795160	3799159
Population ages 35-39, male	SP.POP.3539.MA	Chad	TCD	373570	384743	397066	412676	427598
Population ages 35-39, male	SP.POP.3539.MA	Channel Islands	CHI	6226	6298	6327	6371	6447
Population ages 35-39, male	SP.POP.3539.MA	Chile	CHL	707585	725382	742345	757264	769008
Population ages 35-39, male	SP.POP.3539.MA	China	CHN	52064636	53235133	54764289	56441242	58360500
Population ages 35-39, male	SP.POP.3539.MA	Colombia	COL	1854395	1903638	1947363	1980767	2006536
Population ages 35-39, male	SP.POP.3539.MA	Comoros	COM	22929	23735	24438	25182	26039
Population ages 35-39, male	SP.POP.3539.MA	Congo, Dem. Rep.	COD	2100620	2188855	2282701	2379606	2478513
Population ages 35-39, male	SP.POP.3539.MA	Congo, Rep.	COG	168893	172693	176228	179581	182855
Population ages 35-39, male	SP.POP.3539.MA	Costa Rica	CRI	198079	202855	207397	211277	214383
Population ages 35-39, male	SP.POP.3539.MA	Cote d'Ivoire	CIV	767286	774848	779524	782799	790600
Population ages 35-39, male	SP.POP.3539.MA	Croatia	HRV	144771	143419	135893	133241	131385
Population ages 35-39, male	SP.POP.3539.MA	Cuba	CUB	334981	350937	369477	383100	393885
Population ages 35-39, male	SP.POP.3539.MA	Curacao	CUW	4653	4603	4671	4721	4776
Population ages 35-39, male	SP.POP.3539.MA	Cyprus	CYP	56351	58358	60149	61777	63151
Population ages 35-39, male	SP.POP.3539.MA	Czechia	CZE	397262	385679	372164	374867	379573
Population ages 35-39, male	SP.POP.3539.MA	Denmark	DNK	166230	165692	167794	172170	177706
Population ages 35-39, male	SP.POP.3539.MA	Djibouti	DJI	36423	36876	37386	38002	38730
Population ages 35-39, male	SP.POP.3539.MA	Dominica	DMA	2481	2558	2614	2647	2678
Population ages 35-39, male	SP.POP.3539.MA	Dominican Republic	DOM	379384	384010	388770	393476	398023
Population ages 35-39, male	SP.POP.3539.MA	Early-demographic dividend	EAR	121660795	124146048	126418804	128579693	130613333
Population ages 35-39, male	SP.POP.3539.MA	East Asia & Pacific	EAS	87110947	88386750	89867920	91447210	93328864
Population ages 35-39, male	SP.POP.3539.MA	East Asia & Pacific (excluding high income)	EAP	78689587	80102071	81760830	83492376	85457398
Population ages 35-39, male	SP.POP.3539.MA	East Asia & Pacific (IDA & IBRD countries)	TEA	77818917	79220296	80868181	82589949	84545229
Population ages 35-39, male	SP.POP.3539.MA	Ecuador	ECU	618373	636270	653171	668605	681986
Population ages 35-39, male	SP.POP.3539.MA	Egypt, Arab Rep.	EGY	3834690	3938410	4044305	4145781	4234237
Population ages 35-39, male	SP.POP.3539.MA	El Salvador	SLV	170107	169874	171797	176107	183241
Population ages 35-39, male	SP.POP.3539.MA	Equatorial Guinea	GNQ	61527	65120	68595	72124	75221
Population ages 35-39, male	SP.POP.3539.MA	Eritrea	ERI	85236	87025	89023	90826	92581
Population ages 35-39, male	SP.POP.3539.MA	Estonia	EST	48727	49729	50542	52240	53945
Population ages 35-39, male	SP.POP.3539.MA	Eswatini	SWZ	40097	41896	43395	44496	45291
Population ages 35-39, male	SP.POP.3539.MA	Ethiopia	ETH	2997615	3113180	3253989	3423334	3614607
Population ages 35-39, male	SP.POP.3539.MA	Euro area	EMU	11303045	11178392	11040510	10986086	11016691
Population ages 35-39, male	SP.POP.3539.MA	Europe & Central Asia	ECS	32931453	33098209	33279347	33352164	33590587
Population ages 35-39, male	SP.POP.3539.MA	Europe & Central Asia (excluding high income)	ECA	9307160	9519461	9751175	9723733	9808476
Population ages 35-39, male	SP.POP.3539.MA	Europe & Central Asia (IDA & IBRD countries)	TEC	17857316	18157416	18482209	18558583	18702079
Population ages 35-39, male	SP.POP.3539.MA	European Union	EUU	15073224	14910657	14742914	14654108	14702263
Population ages 35-39, male	SP.POP.3539.MA	Faroe Islands	FRO	1561	1596	1646	1672	1687
Population ages 35-39, male	SP.POP.3539.MA	Fiji	FJI	35165	35247	35189	35082	35065
Population ages 35-39, male	SP.POP.3539.MA	Finland	FIN	184733	186927	187948	187198	186495
Population ages 35-39, male	SP.POP.3539.MA	Fragile and conflict affected situations	FCS	27290220	28021132	28743896	29228502	29921027
Population ages 35-39, male	SP.POP.3539.MA	France	FRA	2087500	2070952	2048482	2032144	2033054
Population ages 35-39, male	SP.POP.3539.MA	French Polynesia	PYF	11417	11824	12042	12084	12133
Population ages 35-39, male	SP.POP.3539.MA	Gabon	GAB	83304	85976	88377	90541	92484
Population ages 35-39, male	SP.POP.3539.MA	Gambia, The	GMB	63148	65163	67306	69519	71826
Population ages 35-39, male	SP.POP.3539.MA	Georgia	GEO	124027	126949	129618	132637	136491
Population ages 35-39, male	SP.POP.3539.MA	Germany	DEU	2669573	2685411	2700083	2749282	2819826
Population ages 35-39, male	SP.POP.3539.MA	Ghana	GHA	1078580	1100653	1121660	1139609	1150858
Population ages 35-39, male	SP.POP.3539.MA	Gibraltar	GIB	1048	1032	1003	972	951
Population ages 35-39, male	SP.POP.3539.MA	Greece	GRC	382725	362910	339125	317875	302354
Population ages 35-39, male	SP.POP.3539.MA	Greenland	GRL	1992	2048	2107	2148	2188
Population ages 35-39, male	SP.POP.3539.MA	Grenada	GRD	4440	4735	5027	5289	5497
Population ages 35-39, male	SP.POP.3539.MA	Guam	GUM	4396	4449	4584	4746	4912
Population ages 35-39, male	SP.POP.3539.MA	Guatemala	GTM	523244	540476	557640	575865	595149
Population ages 35-39, male	SP.POP.3539.MA	Guinea	GIN	294462	311666	330429	350488	371514
Population ages 35-39, male	SP.POP.3539.MA	Guinea-Bissau	GNB	60101	62047	63670	65044	66227
Population ages 35-39, male	SP.POP.3539.MA	Guyana	GUY	23091	22281	22325	22503	22945
Population ages 35-39, male	SP.POP.3539.MA	Haiti	HTI	374493	385052	395553	405740	415945
Population ages 35-39, male	SP.POP.3539.MA	Heavily indebted poor countries (HIPC)	HPC	21781575	22519067	23277037	24048462	24847894
Population ages 35-39, male	SP.POP.3539.MA	High income	HIC	50395784	50323921	50043225	49988260	50075111
Population ages 35-39, male	SP.POP.3539.MA	Honduras	HND	360929	369158	376746	383974	391196
Population ages 35-39, male	SP.POP.3539.MA	Hong Kong SAR, China	HKG	235514	235065	231931	227380	231865
Population ages 35-39, male	SP.POP.3539.MA	Hungary	HUN	338571	327145	320445	320490	323757
Population ages 35-39, male	SP.POP.3539.MA	IBRD only	IBD	..	..	..	..	..
Population ages 35-39, male	SP.POP.3539.MA	Iceland	ISL	13837	13940	13978	14294	14916
Population ages 35-39, male	SP.POP.3539.MA	IDA & IBRD total	IBT	231812130	236731071	241773777	246454956	251300323
Population ages 35-39, male	SP.POP.3539.MA	IDA blend	IDB	..	..	..	..	..
Population ages 35-39, male	SP.POP.3539.MA	IDA only	IDX	..	..	..	..	..
Population ages 35-39, male	SP.POP.3539.MA	IDA total	IDA	..	..	..	..	..
Population ages 35-39, male	SP.POP.3539.MA	India	IND	52121119	53259451	54325266	55315469	56233065
Population ages 35-39, male	SP.POP.3539.MA	Indonesia	IDN	10635701	10674446	10645768	10580316	10513701
Population ages 35-39, male	SP.POP.3539.MA	Iran, Islamic Rep.	IRN	4208077	4356121	4460942	4520620	4531007
Population ages 35-39, male	SP.POP.3539.MA	Iraq	IRQ	1210506	1246541	1282592	1318259	1356843
Population ages 35-39, male	SP.POP.3539.MA	Ireland	IRL	190432	184913	178706	174145	171969
Population ages 35-39, male	SP.POP.3539.MA	Isle of Man	IMN	2393	2379	2414	2457	2479
Population ages 35-39, male	SP.POP.3539.MA	Israel	ISR	299279	303250	307237	311562	314833
Population ages 35-39, male	SP.POP.3539.MA	Italy	ITA	1813199	1773483	1737725	1705579	1683345
Population ages 35-39, male	SP.POP.3539.MA	Jamaica	JAM	112490	115571	118402	120602	122238
Population ages 35-39, male	SP.POP.3539.MA	Japan	JPN	3748589	3673190	3609487	3558960	3509216
Population ages 35-39, male	SP.POP.3539.MA	Jordan	JOR	384794	396416	408639	418524	425524
Population ages 35-39, male	SP.POP.3539.MA	Kazakhstan	KAZ	640030	663595	697865	733686	758812
Population ages 35-39, male	SP.POP.3539.MA	Kenya	KEN	1576920	1630032	1681029	1730106	1777640
Population ages 35-39, male	SP.POP.3539.MA	Kiribati	KIR	3803	3966	4142	4289	4402
Population ages 35-39, male	SP.POP.3539.MA	Korea, Dem. People's Rep.	PRK	871822	882927	893796	903556	913281
Population ages 35-39, male	SP.POP.3539.MA	Korea, Rep.	KOR	2072731	2000804	1913347	1826689	1763592
Population ages 35-39, male	SP.POP.3539.MA	Kosovo	XKX	60654	61160	61634	61713	62180
Population ages 35-39, male	SP.POP.3539.MA	Kuwait	KWT	351593	324117	290502	260652	230003
Population ages 35-39, male	SP.POP.3539.MA	Kyrgyz Republic	KGZ	195292	207037	222901	239728	252866
Population ages 35-39, male	SP.POP.3539.MA	Lao PDR	LAO	250337	259588	268806	277875	286610
Population ages 35-39, male	SP.POP.3539.MA	Late-demographic dividend	LTE	88379594	89929575	91795358	93712826	95713224
Population ages 35-39, male	SP.POP.3539.MA	Latin America & Caribbean	LCN	23612424	23929004	24211694	24464597	24707064
Population ages 35-39, male	SP.POP.3539.MA	Latin America & Caribbean (excluding high income)	LAC	21450882	21780548	22068882	22310210	22521850
Population ages 35-39, male	SP.POP.3539.MA	Latin America & the Caribbean (IDA & IBRD countries)	TLA	23150708	23452311	23720283	23963121	24196096
Population ages 35-39, male	SP.POP.3539.MA	Latvia	LVA	64965	66114	67295	68949	69455
Population ages 35-39, male	SP.POP.3539.MA	Least developed countries: UN classification	LDC	29660161	30628297	31607197	32555849	33496960
Population ages 35-39, male	SP.POP.3539.MA	Lebanon	LBN	181452	171837	167206	159630	149005
Population ages 35-39, male	SP.POP.3539.MA	Lesotho	LSO	76153	79133	81933	84541	86983
Population ages 35-39, male	SP.POP.3539.MA	Liberia	LBR	142915	144230	145764	147348	148587
Population ages 35-39, male	SP.POP.3539.MA	Libya	LBY	263023	257632	252449	247625	244483
Population ages 35-39, male	SP.POP.3539.MA	Liechtenstein	LIE	1261	1272	1273	1252	1260
Population ages 35-39, male	SP.POP.3539.MA	Lithuania	LTU	88301	90639	93876	98353	101842
Population ages 35-39, male	SP.POP.3539.MA	Low & middle income	LMY	222555497	227431861	232419264	237011004	241793468
Population ages 35-39, male	SP.POP.3539.MA	Low income	LIC	17021719	17640922	18275667	18939898	19643978
Population ages 35-39, male	SP.POP.3539.MA	Lower middle income	LMC	100788654	103052734	105237536	107271340	109188516
Population ages 35-39, male	SP.POP.3539.MA	Luxembourg	LUX	24512	24790	25055	25615	26378
Population ages 35-39, male	SP.POP.3539.MA	Macao SAR, China	MAC	25857	27044	28302	29613	30856
Population ages 35-39, male	SP.POP.3539.MA	Madagascar	MDG	752984	771492	792773	817307	845599
Population ages 35-39, male	SP.POP.3539.MA	Malawi	MWI	518713	526017	530868	534087	539348
Population ages 35-39, male	SP.POP.3539.MA	Malaysia	MYS	1407672	1456639	1494919	1522904	1542984
Population ages 35-39, male	SP.POP.3539.MA	Maldives	MDV	31760	34395	36900	39009	40403
Population ages 35-39, male	SP.POP.3539.MA	Mali	MLI	535121	550607	565644	579427	592457
Population ages 35-39, male	SP.POP.3539.MA	Malta	MLT	21977	23201	24242	25509	27173
Population ages 35-39, male	SP.POP.3539.MA	Marshall Islands	MHL	1711	1690	1672	1669	1675
Population ages 35-39, male	SP.POP.3539.MA	Mauritania	MRT	107435	111744	116179	120724	125323
Population ages 35-39, male	SP.POP.3539.MA	Mauritius	MUS	48932	47157	45497	44144	43536
Population ages 35-39, male	SP.POP.3539.MA	Mexico	MEX	4311790	4350543	4392392	4439380	4493530
Population ages 35-39, male	SP.POP.3539.MA	Micronesia, Fed. Sts.	FSM	3050	3107	3209	3329	3401
Population ages 35-39, male	SP.POP.3539.MA	Middle East & North Africa	MEA	20176104	20526509	20777426	20974748	21077220
Population ages 35-39, male	SP.POP.3539.MA	Middle East & North Africa (excluding high income)	MNA	15371297	15791050	16157441	16464848	16703584
Population ages 35-39, male	SP.POP.3539.MA	Middle East & North Africa (IDA & IBRD countries)	TMN	15244252	15657963	16017829	16318211	16549476
Population ages 35-39, male	SP.POP.3539.MA	Middle income	MIC	205533778	209790939	214143597	218071106	222149490
Population ages 35-39, male	SP.POP.3539.MA	Moldova	MDA	99453	102809	106523	109948	111414
Population ages 35-39, male	SP.POP.3539.MA	Monaco	MCO	774	776	781	789	800
Population ages 35-39, male	SP.POP.3539.MA	Mongolia	MNG	121470	125184	129684	134581	139641
Population ages 35-39, male	SP.POP.3539.MA	Montenegro	MNE	22569	22676	22640	22483	22128
Population ages 35-39, male	SP.POP.3539.MA	Morocco	MAR	1342632	1364383	1383730	1398785	1408327
Population ages 35-39, male	SP.POP.3539.MA	Mozambique	MOZ	737550	767357	799975	835043	872352
Population ages 35-39, male	SP.POP.3539.MA	Myanmar	MMR	2048967	2078186	2099590	2109286	2105505
Population ages 35-39, male	SP.POP.3539.MA	Namibia	NAM	68708	70369	72411	74973	78037
Population ages 35-39, male	SP.POP.3539.MA	Nauru	NRU	407	427	445	452	462
Population ages 35-39, male	SP.POP.3539.MA	Nepal	NPL	748876	763051	788333	802706	809075
Population ages 35-39, male	SP.POP.3539.MA	Netherlands	NLD	521623	526597	532629	544450	558899
Population ages 35-39, male	SP.POP.3539.MA	New Caledonia	NCL	9867	9914	9892	9802	9697
Population ages 35-39, male	SP.POP.3539.MA	New Zealand	NZL	158381	164982	167816	170655	177300
Population ages 35-39, male	SP.POP.3539.MA	Nicaragua	NIC	221717	227011	232983	239499	246743
Population ages 35-39, male	SP.POP.3539.MA	Niger	NER	549180	565888	582036	598797	617018
Population ages 35-39, male	SP.POP.3539.MA	Nigeria	NGA	5632180	5742917	5842899	5933885	6023469
Population ages 35-39, male	SP.POP.3539.MA	North America	NAC	12341299	12500815	12545950	12637324	12776694
Population ages 35-39, male	SP.POP.3539.MA	North Macedonia	MKD	74360	73798	73092	72896	72049
Population ages 35-39, male	SP.POP.3539.MA	Northern Mariana Islands	MNP	1161	1091	1045	1031	1053
Population ages 35-39, male	SP.POP.3539.MA	Norway	NOR	182418	183794	185655	188473	192018
Population ages 35-39, male	SP.POP.3539.MA	Not classified	INX	..	..	..	..	..
Population ages 35-39, male	SP.POP.3539.MA	OECD members	OED	46431727	46486894	46380735	46430425	46650505
Population ages 35-39, male	SP.POP.3539.MA	Oman	OMN	376054	366078	363123	370625	380143
Population ages 35-39, male	SP.POP.3539.MA	Other small states	OSS	593355	609696	625036	640170	651398
Population ages 35-39, male	SP.POP.3539.MA	Pacific island small states	PSS	81920	82816	83800	84738	85660
Population ages 35-39, male	SP.POP.3539.MA	Pakistan	PAK	6321141	6523584	6738389	6961696	7201105
Population ages 35-39, male	SP.POP.3539.MA	Palau	PLW	745	725	702	677	650
Population ages 35-39, male	SP.POP.3539.MA	Panama	PAN	149481	152254	154660	156837	158726
Population ages 35-39, male	SP.POP.3539.MA	Papua New Guinea	PNG	314307	323433	333115	343217	353283
Population ages 35-39, male	SP.POP.3539.MA	Paraguay	PRY	227008	235818	243986	251250	257990
Population ages 35-39, male	SP.POP.3539.MA	Peru	PER	1137229	1162931	1188464	1210661	1228746
Population ages 35-39, male	SP.POP.3539.MA	Philippines	PHL	3762010	3814472	3873084	3940577	4024953
Population ages 35-39, male	SP.POP.3539.MA	Poland	POL	1605590	1607622	1597912	1546632	1511837
Population ages 35-39, male	SP.POP.3539.MA	Portugal	PRT	325697	318202	311342	304293	300231
Population ages 35-39, male	SP.POP.3539.MA	Post-demographic dividend	PST	37222061	37196653	37005007	36758724	36879412
Population ages 35-39, male	SP.POP.3539.MA	Pre-demographic dividend	PRE	25527853	26309934	27074679	27815001	28565587
Population ages 35-39, male	SP.POP.3539.MA	Puerto Rico	PRI	94031	93288	89587	86148	84857
Population ages 35-39, male	SP.POP.3539.MA	Qatar	QAT	319973	328570	337111	341515	339263
Population ages 35-39, male	SP.POP.3539.MA	Romania	ROU	680649	661699	653681	668259	697284
Population ages 35-39, male	SP.POP.3539.MA	Russian Federation	RUS	5867979	5977040	6096255	6252585	6318592
Population ages 35-39, male	SP.POP.3539.MA	Rwanda	RWA	403620	425541	443125	456336	465818
Population ages 35-39, male	SP.POP.3539.MA	Samoa	WSM	5630	5594	5610	5648	5701
Population ages 35-39, male	SP.POP.3539.MA	San Marino	SMR	1039	1010	964	919	892
Population ages 35-39, male	SP.POP.3539.MA	Sao Tome and Principe	STP	6758	6841	6838	6750	6603
Population ages 35-39, male	SP.POP.3539.MA	Saudi Arabia	SAU	2291989	2219367	2083400	1975158	1878640
Population ages 35-39, male	SP.POP.3539.MA	Senegal	SEN	431837	448428	465035	480914	495761
